,iteration,loss,train_time,params,status
20,21,-0.8932371942227209,16.94549798965454,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 2.796208647937484, 'gpu_id': 0, 'learning_rate': 0.004490343384834259, 'max_delta_step': 4.0, 'max_depth': 6, 'min_child_weight': 10.0, 'n_estimators': 400, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.3257342223273027, 'reg_lambda': 0.3955182937718384, 'subsample': 0.4, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
21,22,-0.8948747295131253,33.96031427383423,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.9, 'eval_metric': 'auc', 'gamma': 2.755580588305065, 'gpu_id': 0, 'learning_rate': 0.006204091512240519, 'max_delta_step': 4.0, 'max_depth': 7, 'min_child_weight': 10.0, 'n_estimators': 500, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.33373311365036273, 'reg_lambda': 0.02158704180375165, 'subsample': 1.0, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
22,23,-0.8919809742348744,30.80443286895752,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.9, 'eval_metric': 'auc', 'gamma': 2.6392230936483783, 'gpu_id': 0, 'learning_rate': 0.0059116730248778785, 'max_delta_step': 2.0, 'max_depth': 6, 'min_child_weight': 9.0, 'n_estimators': 500, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.39123032850995043, 'reg_lambda': 0.22767223961687205, 'subsample': 0.8, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
23,24,-0.8935624945300311,13.796346187591553,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.9, 'eval_metric': 'auc', 'gamma': 3.247659696421472, 'gpu_id': 0, 'learning_rate': 0.0025560609851574953, 'max_delta_step': 4.0, 'max_depth': 15, 'min_child_weight': 13.0, 'n_estimators': 300, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.43271277006456355, 'reg_lambda': 0.1458140237911395, 'subsample': 0.4, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
24,25,-0.8951525040352083,9.783771991729736,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 2.5290431402971674, 'gpu_id': 0, 'learning_rate': 0.006542938111234431, 'max_delta_step': 5.0, 'max_depth': 1, 'min_child_weight': 9.0, 'n_estimators': 500, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.19717154870206768, 'reg_lambda': 0.6478278856128117, 'subsample': 0.5, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
25,26,-0.8881915505724157,5.854551315307617,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 2.4217784385021903, 'gpu_id': 0, 'learning_rate': 0.0017052037049422202, 'max_delta_step': 5.0, 'max_depth': 1, 'min_child_weight': 9.0, 'n_estimators': 300, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.17697705957687254, 'reg_lambda': 0.679069932677059, 'subsample': 0.5, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
26,27,-0.8944552103478021,21.580674171447754,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 1.7288729785789272, 'gpu_id': 0, 'learning_rate': 0.004150916055344938, 'max_delta_step': 6.0, 'max_depth': 4, 'min_child_weight': 12.0, 'n_estimators': 500, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.11917382458135926, 'reg_lambda': 0.6433938551697977, 'subsample': 0.4, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
27,28,-0.8931544191854883,9.268939971923828,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 3.01839555287517, 'gpu_id': 0, 'learning_rate': 0.006225961980120227, 'max_delta_step': 5.0, 'max_depth': 2, 'min_child_weight': 9.0, 'n_estimators': 300, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.24563047962434298, 'reg_lambda': 0.45478534234356716, 'subsample': 0.5, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
28,29,-0.8900119231214955,14.116074085235596,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.9, 'eval_metric': 'auc', 'gamma': 2.466816855408869, 'gpu_id': 0, 'learning_rate': 0.0012201319469627673, 'max_delta_step': 2.0, 'max_depth': 3, 'min_child_weight': 11.0, 'n_estimators': 400, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.03832251298283662, 'reg_lambda': 0.4480016082658289, 'subsample': 0.6000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
29,30,-0.8928554257386895,11.154543161392212,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 2.0431750140279576, 'gpu_id': 0, 'learning_rate': 0.018032232197386894, 'max_delta_step': 6.0, 'max_depth': 1, 'min_child_weight': 8.0, 'n_estimators': 600, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.4248980917036081, 'reg_lambda': 0.722386144889065, 'subsample': 0.5, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
30,31,-0.8942263993581256,15.247350931167603,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.7000000000000001, 'eval_metric': 'auc', 'gamma': 3.056278799248169, 'gpu_id': 0, 'learning_rate': 0.009059964924457863, 'max_delta_step': 0.0, 'max_depth': 2, 'min_child_weight': 13.0, 'n_estimators': 500, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.09357001440727727, 'reg_lambda': 0.6100299681904414, 'subsample': 0.4, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
31,32,-0.8929883146168027,12.1901273727417,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.9, 'eval_metric': 'auc', 'gamma': 3.9862222522827624, 'gpu_id': 0, 'learning_rate': 0.0042251663936544405, 'max_delta_step': 5.0, 'max_depth': 4, 'min_child_weight': 10.0, 'n_estimators': 300, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.23955109983617034, 'reg_lambda': 0.4639975988000429, 'subsample': 0.5, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
32,33,-0.8945419809935191,39.367159605026245,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.8, 'eval_metric': 'auc', 'gamma': 3.490093840974071, 'gpu_id': 0, 'learning_rate': 0.0027618589311890827, 'max_delta_step': 4.0, 'max_depth': 5, 'min_child_weight': 8.0, 'n_estimators': 800, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.23510175684256168, 'reg_lambda': 0.7491558668292326, 'subsample': 0.7000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
33,34,-0.894151477979256,12.053745746612549,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 1.7485696428533621, 'gpu_id': 0, 'learning_rate': 0.013562454671421559, 'max_delta_step': 6.0, 'max_depth': 2, 'min_child_weight': 12.0, 'n_estimators': 400, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.0022924800836192916, 'reg_lambda': 0.2936707160282691, 'subsample': 0.6000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
34,35,-0.8914621837312594,11.843226194381714,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.9, 'eval_metric': 'auc', 'gamma': 2.181921547655071, 'gpu_id': 0, 'learning_rate': 0.0071514615527554365, 'max_delta_step': 5.0, 'max_depth': 1, 'min_child_weight': 7.0, 'n_estimators': 600, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.49001483178014993, 'reg_lambda': 0.8139200448375662, 'subsample': 0.4, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
35,36,-0.8940825996470604,6.229806423187256,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.8, 'eval_metric': 'auc', 'gamma': 2.521062537434477, 'gpu_id': 0, 'learning_rate': 0.011660914406780822, 'max_delta_step': 6.0, 'max_depth': 5, 'min_child_weight': 5.0, 'n_estimators': 100, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.29285411825347185, 'reg_lambda': 0.3834599496453951, 'subsample': 0.7000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
36,37,-0.8934792493063852,8.361894845962524,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 1.555894090171475, 'gpu_id': 0, 'learning_rate': 0.018361430799389903, 'max_delta_step': 5.0, 'max_depth': 3, 'min_child_weight': 11.0, 'n_estimators': 200, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.14334956912736568, 'reg_lambda': 0.5428194562209857, 'subsample': 0.6000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
37,38,-0.8933961355120807,28.625173807144165,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.9, 'eval_metric': 'auc', 'gamma': 3.0656277069643902, 'gpu_id': 0, 'learning_rate': 0.004861730222647873, 'max_delta_step': 4.0, 'max_depth': 7, 'min_child_weight': 9.0, 'n_estimators': 600, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.7418596735296037, 'reg_lambda': 0.4960192131309734, 'subsample': 0.6000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
38,39,-0.893529234610343,9.384619235992432,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.7000000000000001, 'eval_metric': 'auc', 'gamma': 3.7695904443163806, 'gpu_id': 0, 'learning_rate': 0.0034306166786635586, 'max_delta_step': 2.0, 'max_depth': 1, 'min_child_weight': 13.0, 'n_estimators': 500, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.5252089659384674, 'reg_lambda': 0.6986137879717623, 'subsample': 0.8, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
39,40,-0.8949934768600452,32.6911997795105,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.8, 'eval_metric': 'auc', 'gamma': 2.2276793162634507, 'gpu_id': 0, 'learning_rate': 0.0018817728034166746, 'max_delta_step': 5.0, 'max_depth': 10, 'min_child_weight': 14.0, 'n_estimators': 800, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.3731735448831329, 'reg_lambda': 0.9836281437655958, 'subsample': 0.5, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
40,41,-0.8934942866112457,41.69537854194641,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 0.43510898710900525, 'gpu_id': 0, 'learning_rate': 0.0014138245363266536, 'max_delta_step': 4.0, 'max_depth': 5, 'min_child_weight': 6.0, 'n_estimators': 700, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.07940378627299005, 'reg_lambda': 0.29193234030725884, 'subsample': 0.4, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
41,42,-0.8901326723842938,13.270535230636597,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 1.412657284267556, 'gpu_id': 0, 'learning_rate': 0.06959324324591579, 'max_delta_step': 6.0, 'max_depth': 7, 'min_child_weight': 8.0, 'n_estimators': 300, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.19926784784888768, 'reg_lambda': 0.8044669248899791, 'subsample': 0.7000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x0000018451BC6310>}",ok
