loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
0.7894557118415833,0.7629836201667786,4.139303207397461,0.27594199776649475,0.0005
0.5990543365478516,0.8157984614372253,3.414830446243286,0.30263158679008484,0.0005
0.4985211491584778,0.8428301215171814,3.4073078632354736,0.32618123292922974,0.0005
0.4410526156425476,0.859677255153656,3.0841877460479736,0.3631877899169922,0.0005
0.3834928572177887,0.8759198784828186,3.0432465076446533,0.36610347032546997,0.0005
0.3441724479198456,0.8879704475402832,3.0480077266693115,0.3720095753669739,0.0005
0.3067038357257843,0.9013088941574097,2.706540822982788,0.41335228085517883,0.0005
0.2816062569618225,0.9092724919319153,3.204716920852661,0.365430623292923,0.0005
0.260281503200531,0.9162899255752563,2.885167360305786,0.41634270548820496,0.0005
0.23626182973384857,0.9244112968444824,2.9878153800964355,0.4189593195915222,0.0005
0.22372348606586456,0.9290764331817627,3.018150568008423,0.4150717556476593,0.0005
0.2081514298915863,0.9349111914634705,3.030593156814575,0.4211273789405823,0.0005
0.19169889390468597,0.940075695514679,3.327373504638672,0.40385764837265015,0.0005
0.1839229166507721,0.9417315125465393,3.0554327964782715,0.4354066848754883,0.0005
0.17250342667102814,0.9469748735427856,3.110931634902954,0.4271082580089569,0.0005
0.1594584733247757,0.9499973654747009,3.014676570892334,0.4446770250797272,0.0005
0.15334472060203552,0.9529804587364197,2.893747091293335,0.45551735162734985,0.0005
0.1421588808298111,0.9555429816246033,2.5967025756835938,0.5032894611358643,0.0001581139
0.09956736862659454,0.9707606434822083,2.7101404666900635,0.5049341917037964,0.0001581139
0.08464884012937546,0.975189208984375,2.4645071029663086,0.540669858455658,0.0001581139
0.07647217810153961,0.9773838520050049,2.575979471206665,0.536109447479248,0.0001581139
0.06792008131742477,0.9803537726402283,2.512108325958252,0.5546501278877258,0.0001581139
0.05882774665951729,0.9834156632423401,2.5920584201812744,0.5467254519462585,0.0001581139
0.05471787601709366,0.9839413166046143,2.694094181060791,0.534763753414154,0.0001581139
0.049788255244493484,0.98588627576828,2.473609685897827,0.5717703104019165,0.0001581139
0.04747115448117256,0.9857416749000549,3.3022286891937256,0.5432116985321045,0.0001581139
0.044532954692840576,0.9868455529212952,2.5817081928253174,0.5799192786216736,0.0001581139
0.04128839075565338,0.9877260327339172,2.945354461669922,0.5527811050415039,0.0001581139
0.03700123354792595,0.9890795946121216,2.819453239440918,0.559808611869812,0.0001581139
0.03854544833302498,0.9887773394584656,2.6303582191467285,0.5718451142311096,0.0001581139
0.047605618834495544,0.9855971336364746,2.4136533737182617,0.6125897169113159,5.0000002e-05
0.040503229945898056,0.9885276556015015,2.414774179458618,0.6034688949584961,5.0000002e-05
0.03651046007871628,0.98917156457901,2.5219321250915527,0.5938995480537415,5.0000002e-05
0.033079855144023895,0.9910638928413391,2.4573428630828857,0.6126644611358643,5.0000002e-05
0.030958032235503197,0.9913530349731445,2.4832448959350586,0.606683611869812,5.0000002e-05
0.026261264458298683,0.992627739906311,2.4428822994232178,0.6184958219528198,5.0000002e-05
0.024302665144205093,0.993665874004364,2.4788005352020264,0.6167015433311462,5.0000002e-05
0.023402884602546692,0.9934030771255493,2.355241298675537,0.6284390091896057,5.0000002e-05
0.021652430295944214,0.9938367605209351,2.390533924102783,0.6235047578811646,5.0000002e-05
0.02089540660381317,0.9942440986633301,2.3469772338867188,0.6243271827697754,5.0000002e-05
0.01868039183318615,0.9949668645858765,2.410090923309326,0.6282147169113159,5.0000002e-05
0.017911579459905624,0.9952297210693359,2.507537603378296,0.6220843195915222,5.0000002e-05
0.01845613680779934,0.9947171807289124,2.4420323371887207,0.6287380456924438,5.0000002e-05
0.016210192814469337,0.9958605170249939,2.451671600341797,0.6360645890235901,5.0000002e-05
0.014934982173144817,0.9960707426071167,2.4243903160095215,0.6332984566688538,5.0000002e-05
0.014189223758876324,0.995939314365387,2.3686821460723877,0.6368869543075562,5.0000002e-05
0.013586994260549545,0.9963073134422302,2.2944862842559814,0.650867223739624,5.0000002e-05
0.012635660357773304,0.9966883659362793,2.3548107147216797,0.6476525068283081,5.0000002e-05
