loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
2.746192693710327,0.28156888484954834,2.470998525619507,0.3046875,0.0005
1.8490815162658691,0.47456955909729004,2.1557767391204834,0.40312501788139343,0.0005
1.3727282285690308,0.5982940196990967,1.7654699087142944,0.518750011920929,0.0005
1.0652028322219849,0.6842315793037415,1.4820644855499268,0.587109386920929,0.0005
0.7835773229598999,0.7645887136459351,1.48039710521698,0.616015613079071,0.0005
0.5658899545669556,0.8294005393981934,1.4588147401809692,0.626171886920929,0.0005
0.41440194845199585,0.8747609257698059,1.5227782726287842,0.629687488079071,0.0005
0.30038055777549744,0.9128667712211609,1.5903029441833496,0.626953125,0.0005
0.22362276911735535,0.9348693490028381,1.6088870763778687,0.633984386920929,0.0005
0.1871350109577179,0.9442762136459351,1.5967634916305542,0.649609386920929,0.0005
0.16262850165367126,0.9528859257698059,1.7263706922531128,0.641406238079071,0.0005
0.12732189893722534,0.96285080909729,1.5971282720565796,0.6449218988418579,0.0005
0.11375144124031067,0.9669962525367737,1.8127624988555908,0.643750011920929,0.0005
0.09420739859342575,0.9738520979881287,1.7614904642105103,0.6546875238418579,0.0005
0.08866343647241592,0.9729751944541931,1.7863689661026,0.6546875238418579,0.0005
0.08129845559597015,0.9759247899055481,1.7474342584609985,0.654296875,0.0005
0.054274462163448334,0.9860491752624512,1.665551781654358,0.673046886920929,0.0001581139
0.04002983123064041,0.9883610606193542,1.6380823850631714,0.676562488079071,0.0001581139
0.03275370970368385,0.9918686747550964,1.6242733001708984,0.68359375,0.0001581139
0.02995631843805313,0.9929847717285156,1.6207226514816284,0.686718761920929,0.0001581139
0.02762340009212494,0.9936225414276123,1.6164226531982422,0.682421863079071,0.0001581139
0.02434597536921501,0.9934630990028381,1.614661455154419,0.682421863079071,0.0001581139
0.022292915731668472,0.9952169060707092,1.6419785022735596,0.6820312738418579,0.0001581139
0.022553199902176857,0.9940211176872253,1.6577204465866089,0.690234363079071,0.0001581139
0.019875502213835716,0.994658887386322,1.6723264455795288,0.68359375,0.0001581139
0.01833246275782585,0.9956154823303223,1.6848653554916382,0.68359375,0.0001581139
0.01935615763068199,0.9960141181945801,1.6739317178726196,0.6871094107627869,5.0000002e-05
0.01768309250473976,0.9963330030441284,1.6747667789459229,0.6875,5.0000002e-05
0.017240259796380997,0.9964924454689026,1.6799182891845703,0.686328113079071,5.0000002e-05
0.015968209132552147,0.9963330030441284,1.6764081716537476,0.686328113079071,5.0000002e-05
0.016995996236801147,0.9963330030441284,1.6855815649032593,0.6839843988418579,5.0000002e-05
0.014810165390372276,0.996651828289032,1.688167929649353,0.6839843988418579,5.0000002e-05
0.014149133116006851,0.9969707131385803,1.6881344318389893,0.686718761920929,5.0000002e-05
0.013882944360375404,0.9971301555633545,1.6867011785507202,0.6859375238418579,5.0000002e-05
0.01274067722260952,0.9978476762771606,1.6780327558517456,0.6871094107627869,5.0000002e-05
0.01393742486834526,0.9972895979881287,1.6912692785263062,0.6875,5.0000002e-05
0.011917782947421074,0.997608482837677,1.687768816947937,0.6875,1.5811389e-05
0.01310067530721426,0.9967315793037415,1.6895700693130493,0.6851562857627869,1.5811389e-05
0.012810799293220043,0.9973693490028381,1.6920139789581299,0.6832031607627869,1.5811389e-05
0.012267006561160088,0.9977679252624512,1.6948155164718628,0.682421863079071,1.5811389e-05
0.013268240727484226,0.9970504641532898,1.693912386894226,0.68359375,1.5811389e-05
0.011777747422456741,0.9973693490028381,1.6941664218902588,0.682421863079071,1.5811389e-05
0.012730996124446392,0.9969707131385803,1.6979273557662964,0.682812511920929,1.5811389e-05
0.012687625363469124,0.9968112707138062,1.6917692422866821,0.6875,1.5811389e-05
0.010984950698912144,0.9977679252624512,1.6934257745742798,0.686328113079071,1.5811389e-05
0.013028105720877647,0.9969707131385803,1.6909105777740479,0.688281238079071,1.5811389e-05
0.012231795117259026,0.9969707131385803,1.689935564994812,0.6878906488418579,5.0000003e-06
0.010175513103604317,0.9980868101119995,1.6932438611984253,0.688281238079071,5.0000003e-06
0.01016274094581604,0.9982462525367737,1.6982669830322266,0.686718761920929,5.0000003e-06
0.01133835781365633,0.9978476762771606,1.6938027143478394,0.686718761920929,5.0000003e-06
0.009640227071940899,0.9982462525367737,1.6959240436553955,0.685546875,5.0000003e-06
0.009603659622371197,0.9983259439468384,1.69423508644104,0.6875,5.0000003e-06
0.00992979109287262,0.99800705909729,1.6945858001708984,0.686718761920929,5.0000003e-06
0.011625636368989944,0.9977679252624512,1.6954272985458374,0.6851562857627869,5.0000003e-06
0.011650146916508675,0.9972895979881287,1.6936403512954712,0.685546875,5.0000003e-06
0.009119531139731407,0.9980868101119995,1.6945728063583374,0.6871094107627869,5.0000003e-06
