,iteration,loss,train_time,params,status
34,35,-0.898796008974644,146.4927761554718,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 1.0, 'eval_metric': 'auc', 'gamma': 5.432027376965866, 'gpu_id': 0, 'learning_rate': 0.007499913895685422, 'max_delta_step': 2.0, 'max_depth': 20, 'min_child_weight': 14.0, 'n_estimators': 600, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.8511682413447956, 'reg_lambda': 0.6108987329831743, 'subsample': 0.8, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x00000167EE56A940>}",ok
35,36,-0.8931855419945108,7.883761167526245,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.8, 'eval_metric': 'auc', 'gamma': 7.370257869169473, 'gpu_id': 0, 'learning_rate': 0.000940456705430705, 'max_delta_step': 6.0, 'max_depth': 10, 'min_child_weight': 16.0, 'n_estimators': 200, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.27434381644381456, 'reg_lambda': 0.004325951907704448, 'subsample': 0.7000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x00000167EE56A940>}",ok
36,37,-0.8991354311432885,29.29858160018921,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.5, 'eval_metric': 'auc', 'gamma': 9.624597129656514, 'gpu_id': 0, 'learning_rate': 0.015573628315757922, 'max_delta_step': 20.0, 'max_depth': 12, 'min_child_weight': 12.0, 'n_estimators': 1100, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.6078988957137266, 'reg_lambda': 0.25158450044847896, 'subsample': 0.9, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x00000167EE56A940>}",ok
37,38,-0.9002758968522668,34.92848587036133,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.9, 'eval_metric': 'auc', 'gamma': 8.380511526581424, 'gpu_id': 0, 'learning_rate': 0.03840762800133682, 'max_delta_step': 8.0, 'max_depth': 14, 'min_child_weight': 20.0, 'n_estimators': 1300, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.576318520118028, 'reg_lambda': 0.914169558698863, 'subsample': 1.0, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x00000167EE56A940>}",ok
38,39,-0.8988957023342593,30.758331060409546,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.6000000000000001, 'eval_metric': 'auc', 'gamma': 7.556710577347324, 'gpu_id': 0, 'learning_rate': 0.002229414125535512, 'max_delta_step': 4.0, 'max_depth': 6, 'min_child_weight': 18.0, 'n_estimators': 800, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.3925749315547, 'reg_lambda': 0.3412067334908033, 'subsample': 0.8, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x00000167EE56A940>}",ok
39,40,-0.888807535951451,14.742526292800903,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.7000000000000001, 'eval_metric': 'auc', 'gamma': 6.885791413761746, 'gpu_id': 0, 'learning_rate': 0.0002573601180228345, 'max_delta_step': 12.0, 'max_depth': 16, 'min_child_weight': 14.0, 'n_estimators': 300, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.49490481694501776, 'reg_lambda': 0.09874894909241308, 'subsample': 0.6000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x00000167EE56A940>}",ok
40,41,-0.9003194287152754,28.13218092918396,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.9, 'eval_metric': 'auc', 'gamma': 8.83879927399071, 'gpu_id': 0, 'learning_rate': 0.0614714576309362, 'max_delta_step': 2.0, 'max_depth': 10, 'min_child_weight': 12.0, 'n_estimators': 1200, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.9665906901519579, 'reg_lambda': 0.4100681404570584, 'subsample': 0.7000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x00000167EE56A940>}",ok
41,42,-0.8930689238718356,33.10317873954773,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.7000000000000001, 'eval_metric': 'auc', 'gamma': 9.418888591395266, 'gpu_id': 0, 'learning_rate': 0.0015772047680100109, 'max_delta_step': 14.0, 'max_depth': 18, 'min_child_weight': 16.0, 'n_estimators': 400, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.7954639586417764, 'reg_lambda': 0.15295186259880203, 'subsample': 0.6000000000000001, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x00000167EE56A940>}",ok
42,43,-0.899093913840935,21.62083673477173,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.5, 'eval_metric': 'auc', 'gamma': 8.184213265605521, 'gpu_id': 0, 'learning_rate': 0.004264606459827991, 'max_delta_step': 4.0, 'max_depth': 14, 'min_child_weight': 10.0, 'n_estimators': 500, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.6760636438432321, 'reg_lambda': 0.7821589101121313, 'subsample': 0.9, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x00000167EE56A940>}",ok
43,44,-0.8914642109310125,182.4322919845581,"{'clf_params': {'booster': 'gbtree', 'colsample_bytree': 0.9, 'eval_metric': 'auc', 'gamma': 5.182405430576965, 'gpu_id': 0, 'learning_rate': 0.000766594806147655, 'max_delta_step': 0.0, 'max_depth': 20, 'min_child_weight': 8.0, 'n_estimators': 700, 'num_class': 33, 'objective': 'multi:softproba', 'reg_alpha': 0.2737589061745808, 'reg_lambda': 0.4893259904887382, 'subsample': 1.0, 'tree_method': 'gpu_hist'}, 'fit_params': {}, 'loss_func': <function <lambda> at 0x00000167EE56A940>}",ok
